sample_id,sample_type,organism_species,organism_family,organism_genus,species_organe,species_selected,species_organe_selected
VGF158_H05,sample,Seriphidium cinum,Asteraceae,Seriphidium,Seriphidium cinum multiple,Other,Other
VGF158_H06,sample,Croton alienus,Euphorbiaceae,Croton,Croton alienus green stems,Other,Other
VGF158_H07,sample,Corymbia citriodora,Myrtaceae,Corymbia,Corymbia citriodora leaves,Other,Other
VGF158_H08,sample,Pseuderanthemum crenulatum,Acanthaceae,Pseuderanthemum,Pseuderanthemum crenulatum green stems,Other,Other
VGF158_H09,sample,Quassia africana,Simaroubaceae,Quassia,Quassia africana bark,Other,Other
VGF158_H10,sample,Ardisia ionantha,Primulaceae,Ardisia,Ardisia ionantha leaves,Other,Other
VGF158_H11,sample,Connarus cochinchinensis,Connaraceae,Connarus,Connarus cochinchinensis roots,Other,Other
VGF159_A02,sample,Senna sulfurea,Fabaceae,Senna,Senna sulfurea leaves,Other,Other
VGF159_A03,sample,Dalbergia stipulacea,Fabaceae,Dalbergia,Dalbergia stipulacea bark,Other,Other
VGF159_A04,sample,Cordyline fruticosa,Asparagaceae,Cordyline,Cordyline fruticosa leaves,Other,Other
VGF159_A05,sample,Hydrocharis dubia,Hydrocharitaceae,Hydrocharis,Hydrocharis dubia leaves,Other,Other
VGF159_A06,sample,Piper massiei,Piperaceae,Piper,Piper massiei leaves,Other,Other
VGF159_A07,sample,Solena amplexicaulis,Cucurbitaceae,Solena,Solena amplexicaulis leaves,Other,Other
VGF159_A08,sample,Streblus ilicifolius,Moraceae,Streblus,Streblus ilicifolius roots,Other,Other
VGF159_A09,sample,Flemingia macrophylla,Fabaceae,Flemingia,Flemingia macrophylla leaves,Other,Other
VGF159_A10,sample,Eperua falcata,Fabaceae,Eperua,Eperua falcata bark,Other,Other
VGF159_A11,sample,Euterpe oleracea,Arecaceae,Euterpe,Euterpe oleracea green stems,Other,Other
VGF159_B02,sample,Senna sulfurea,Fabaceae,Senna,Senna sulfurea woody stems,Other,Other
VGF159_B03,sample,Dalbergia stipulacea,Fabaceae,Dalbergia,Dalbergia stipulacea roots,Other,Other
VGF159_B04,sample,Cordyline fruticosa,Asparagaceae,Cordyline,Cordyline fruticosa woody stems,Other,Other
VGF159_B05,sample,Hydrocharis dubia,Hydrocharitaceae,Hydrocharis,Hydrocharis dubia woody stems,Other,Other
VGF159_B06,sample,Piper massiei,Piperaceae,Piper,Piper massiei green stems,Other,Other
VGF159_B07,sample,Solena amplexicaulis,Cucurbitaceae,Solena,Solena amplexicaulis woody stems,Other,Other
VGF159_B08,sample,Vitex peduncularis,Lamiaceae,Vitex,Vitex peduncularis leaves,Other,Other
VGF159_B09,sample,Bagassa guianensis,Moraceae,Bagassa,Bagassa guianensis bark,Other,Other
VGF159_B10,sample,Eperua falcata,Fabaceae,Eperua,Eperua falcata leaves,Other,Other
VGF159_B11,sample,Geissospermum laeve,Apocynaceae,Geissospermum,Geissospermum laeve bark,Other,Other
VGF159_C02,sample,Senna sulfurea,Fabaceae,Senna,Senna sulfurea roots,Other,Other
VGF159_C03,sample,Garcinia multiflora,Clusiaceae,Garcinia,Garcinia multiflora leaves,Other,Other
VGF159_C04,sample,Goniothalamus gabriacianus,Annonaceae,Goniothalamus,Goniothalamus gabriacianus leaves,Other,Other
VGF159_C05,sample,Hydrocharis dubia,Hydrocharitaceae,Hydrocharis,Hydrocharis dubia roots,Other,Other
VGF159_C06,sample,Piper massiei,Piperaceae,Piper,Piper massiei roots,Other,Other
VGF159_C07,sample,Solena amplexicaulis,Cucurbitaceae,Solena,Solena amplexicaulis roots,Other,Other
VGF159_C08,sample,Vitex peduncularis,Lamiaceae,Vitex,Vitex peduncularis woody stems,Other,Other
VGF159_C09,sample,Bagassa guianensis,Moraceae,Bagassa,Bagassa guianensis roots,Other,Other
VGF159_C10,sample,Eperua falcata,Fabaceae,Eperua,Eperua falcata wood,Other,Other
VGF159_C11,sample,Geissospermum laeve,Apocynaceae,Geissospermum,Geissospermum laeve leaves,Other,Other
VGF159_D02,sample,Dalbergia dongnaiensis,Fabaceae,Dalbergia,Dalbergia dongnaiensis leaves,Other,Other
VGF159_D03,sample,Garcinia multiflora,Clusiaceae,Garcinia,Garcinia multiflora woody stems,Other,Other
VGF159_D04,sample,Goniothalamus gabriacianus,Annonaceae,Goniothalamus,Goniothalamus gabriacianus woody stems,Other,Other
VGF159_D05,sample,Flemingia grahamiana,Fabaceae,Flemingia,Flemingia grahamiana woody stems,Other,Other
VGF159_D06,sample,Ehretia lycioides,Ehretiaceae,Ehretia,Ehretia lycioides woody stems,Other,Other
VGF159_D07,sample,Stereospermum neuranthum,Bignoniaceae,Stereospermum,Stereospermum neuranthum leaves,Other,Other
VGF159_D08,sample,Vitex peduncularis,Lamiaceae,Vitex,Vitex peduncularis roots,Other,Other
VGF159_D09,sample,Bagassa guianensis,Moraceae,Bagassa,Bagassa guianensis leaves,Other,Other
VGF159_D10,sample,Eperua falcata,Fabaceae,Eperua,Eperua falcata green stems,Other,Other
VGF159_D11,sample,Geissospermum laeve,Apocynaceae,Geissospermum,Geissospermum laeve wood,Other,Other
VGF159_E02,sample,Dalbergia dongnaiensis,Fabaceae,Dalbergia,Dalbergia dongnaiensis flowers,Other,Other
VGF159_E03,sample,Garcinia multiflora,Clusiaceae,Garcinia,Garcinia multiflora roots,Other,Other
VGF159_E04,sample,Goniothalamus gabriacianus,Annonaceae,Goniothalamus,Goniothalamus gabriacianus roots,Other,Other
VGF159_E05,sample,Flemingia grahamiana,Fabaceae,Flemingia,Flemingia grahamiana roots,Other,Other
VGF159_E06,sample,Ehretia lycioides,Ehretiaceae,Ehretia,Ehretia lycioides roots,Other,Other
VGF159_E07,sample,Stereospermum neuranthum,Bignoniaceae,Stereospermum,Stereospermum neuranthum woody stems,Other,Other
VGF159_E08,sample,Nephrolepis exaltata,Nephrolepidaceae,Nephrolepis,Nephrolepis exaltata multiple,Other,Other
VGF159_E09,sample,Bagassa guianensis,Moraceae,Bagassa,Bagassa guianensis wood,Other,Other
VGF159_E10,sample,Euterpe oleracea,Arecaceae,Euterpe,Euterpe oleracea leaves,Other,Other
VGF159_E11,sample,Geissospermum laeve,Apocynaceae,Geissospermum,Geissospermum laeve green stems,Other,Other
VGF159_F02,sample,Dalbergia dongnaiensis,Fabaceae,Dalbergia,Dalbergia dongnaiensis bark,Other,Other
VGF159_F03,sample,Garcinia xanthochymus,Clusiaceae,Garcinia,Garcinia xanthochymus leaves,Other,Other
VGF159_F04,sample,Homonoia riparia,Euphorbiaceae,Homonoia,Homonoia riparia leaves,Other,Other
VGF159_F05,sample,Urena repanda,Malvaceae,Urena,Urena repanda leaves,Other,Other
VGF159_F06,sample,Balakata baccata,Euphorbiaceae,Balakata,Balakata baccata leaves,Other,Other
VGF159_F07,sample,Stereospermum neuranthum,Bignoniaceae,Stereospermum,Stereospermum neuranthum roots,Other,Other
VGF159_F08,sample,Phoebe tavoyana,Lauraceae,Phoebe,Phoebe tavoyana leaves,Other,Other
VGF159_F09,sample,Bagassa guianensis,Moraceae,Bagassa,Bagassa guianensis roots,Other,Other
VGF159_F10,sample,Euterpe oleracea,Arecaceae,Euterpe,Euterpe oleracea wood,Other,Other
VGF159_F11,sample,Isertia coccinea,Rubiaceae,Isertia,Isertia coccinea bark,Other,Other
VGF159_G02,sample,Dalbergia dongnaiensis,Fabaceae,Dalbergia,Dalbergia dongnaiensis roots,Other,Other
VGF159_G03,sample,Garcinia xanthochymus,Clusiaceae,Garcinia,Garcinia xanthochymus woody stems,Other,Other
VGF159_G04,sample,Homonoia riparia,Euphorbiaceae,Homonoia,Homonoia riparia woody stems,Other,Other
VGF159_G05,sample,Urena repanda,Malvaceae,Urena,Urena repanda bark,Other,Other
VGF159_G06,sample,Balakata baccata,Euphorbiaceae,Balakata,Balakata baccata woody stems,Other,Other
VGF159_G07,sample,Streblus ilicifolius,Moraceae,Streblus,Streblus ilicifolius leaves,Other,Other
VGF159_G08,sample,Phoebe tavoyana,Lauraceae,Phoebe,Phoebe tavoyana woody stems,Other,Other
VGF159_G09,sample,Dracontium polyphyllum,Araceae,Dracontium,Dracontium polyphyllum leaves,Other,Other
VGF159_G10,sample,Euterpe oleracea,Arecaceae,Euterpe,Euterpe oleracea roots,Other,Other
VGF159_G11,sample,Isertia coccinea,Rubiaceae,Isertia,Isertia coccinea leaves,Other,Other
VGF159_H02,sample,Dalbergia stipulacea,Fabaceae,Dalbergia,Dalbergia stipulacea leaves,Other,Other
VGF159_H03,sample,Garcinia xanthochymus,Clusiaceae,Garcinia,Garcinia xanthochymus roots,Other,Other
VGF159_H04,sample,Homonoia riparia,Euphorbiaceae,Homonoia,Homonoia riparia roots,Other,Other
VGF159_H05,sample,Urena repanda,Malvaceae,Urena,Urena repanda roots,Other,Other
VGF159_H06,sample,Balakata baccata,Euphorbiaceae,Balakata,Balakata baccata roots,Other,Other
VGF159_H07,sample,Streblus ilicifolius,Moraceae,Streblus,Streblus ilicifolius woody stems,Other,Other
VGF159_H08,sample,Phoebe tavoyana,Lauraceae,Phoebe,Phoebe tavoyana roots,Other,Other
VGF159_H09,sample,Dracontium polyphyllum,Araceae,Dracontium,Dracontium polyphyllum roots,Other,Other
VGF159_H10,sample,Euterpe oleracea,Arecaceae,Euterpe,Euterpe oleracea fruits,Other,Other
VGF159_H11,sample,Isertia coccinea,Rubiaceae,Isertia,Isertia coccinea roots,Other,Other
050418_LP__P03_35_pos,added,Waltheria indica,Malvaceae,Waltheria,Waltheria indica aerial parts 2018,Waltheria indica,Waltheria indica aerial parts 2018
050418_LP__P03_36_pos,added,Waltheria indica,Malvaceae,Waltheria,Waltheria indica roots 2018,Waltheria indica,Waltheria indica roots 2018
140424_PMA_SC_AP_Wi_DCM_ddMS2_pos,added,Waltheria indica,Malvaceae,Waltheria,Waltheria indica aerial parts 2014,Waltheria indica,Waltheria indica aerial parts 2014
