sample_id	sample_type	sample_substance_name	organism_kingdom	organism_phylum	organism_class	organism_order	organism_family	organism_genus	organism_species	organism_organe	organism_broad_organe	organism_tissue	organism_subsystem	sample_plate_id	ms_filename	ms_injection_date	tcruzi_activity_class
VGF139_D08	sample	V112317GP-01	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Combretaceae	Calycopteris	Calycopteris floribunda	flowers	reproductive	green tissue	aboveground	VGF139	VGF139_D08.mzXML	28/10/2017	Inactive
VGF139_D09	sample	V112323GP-01	Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Ceiba	Ceiba pentandra	bark	woody vegetative	woody tissue	aboveground	VGF139	VGF139_D09.mzXML	28/10/2017	Inactive
VGF139_D10	sample	V112333GP-01	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Erythrophleum	Erythrophleum suaveolens	bark	woody vegetative	woody tissue	aboveground	VGF139	VGF139_D10.mzXML	28/10/2017	Inactive
VGF139_D11	sample	V112345GP-01	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae	Mitragyna	Mitragyna stipulosa	bark	woody vegetative	woody tissue	aboveground	VGF139	VGF139_D11.mzXML	28/10/2017	Inactive
VGF139_E02	sample	V112265GP-01	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Saccharum	Saccharum arundinaceum	roots	roots	root tissue	belowground	VGF139	VGF139_E02.mzXML	28/10/2017	Inactive
VGF139_E03	sample	V112273GP-01	Plantae	Tracheophyta	Magnoliopsida	Vitales	Vitaceae	Tetrastigma	Tetrastigma pachyphyllum	leaves	photosynthetic	green tissue	aboveground	VGF139	VGF139_E03.mzXML	28/10/2017	Inactive
VGF139_E04	sample	V112281GP-01	Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Cyperus	Cyperus diffusus	leaves	photosynthetic	green tissue	aboveground	VGF139	VGF139_E04.mzXML	28/10/2017	Inactive
VGF139_E05	sample	V112289GP-01	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Anacardiaceae	Mangifera	Mangifera pentandra	woody stems	woody vegetative	woody tissue	aboveground	VGF139	VGF139_E05.mzXML	28/10/2017	Inactive
VGF139_E06	sample	V112299GP-01	Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Bulbophyllum	Bulbophyllum reclusum	leaves	photosynthetic	green tissue	aboveground	VGF139	VGF139_E06.mzXML	28/10/2017	Inactive
VGF139_E07	sample	V112308GP-01	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Rutaceae	Micromelum	Micromelum hirsutum	leaves	photosynthetic	green tissue	aboveground	VGF139	VGF139_E07.mzXML	28/10/2017	Inactive
VGF139_E08	sample	V112319GP-01	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Combretaceae	Calycopteris	Calycopteris floribunda	bark	woody vegetative	woody tissue	aboveground	VGF139	VGF139_E08.mzXML	28/10/2017	Inactive
VGF139_E09	sample	V112324GP-01	Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Ceiba	Ceiba pentandra	leaves	photosynthetic	green tissue	aboveground	VGF139	VGF139_E09.mzXML	28/10/2017	Inactive
VGF139_E10	sample	V112334GP-01	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae	Corynanthe	Corynanthe pachyceras	bark	woody vegetative	woody tissue	aboveground	VGF139	VGF139_E10.mzXML	28/10/2017	Inactive
VGF139_E11	sample	V112346GP-01	Plantae	Tracheophyta	Magnoliopsida	Rosales	Cannabaceae	Celtis	Celtis adolfi-friderici	bark	woody vegetative	woody tissue	aboveground	VGF139	VGF139_E11.mzXML	28/10/2017	Inactive
VGF139_F02	sample	V112266GP-01	Plantae	Tracheophyta	Lycopodiopsida	Selaginellales	Selaginellaceae	Selaginella	Selaginella moellendorffii	multiple	multiple	multiple		VGF139	VGF139_F02.mzXML	28/10/2017	Inactive
VGF139_F03	sample	V112274GP-01	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Vernonia	Vernonia elaeagnifolia	leaves	photosynthetic	green tissue	aboveground	VGF139	VGF139_F03.mzXML	28/10/2017	Inactive
VGF139_F04	sample	V112282GP-01	Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Cyperus	Cyperus diffusus	woody stems	woody vegetative	woody tissue	aboveground	VGF139	VGF139_F04.mzXML	28/10/2017	Inactive
VGF139_F05	sample	V112290GP-01	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Anacardiaceae	Mangifera	Mangifera pentandra	roots	roots	root tissue	belowground	VGF139	VGF139_F05.mzXML	28/10/2017	Inactive
VGF139_F06	sample	V112300GP-01	Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Bulbophyllum	Bulbophyllum reclusum	multiple	multiple	multiple		VGF139	VGF139_F06.mzXML	28/10/2017	Inactive
VGF139_F07	sample	V112309GP-01	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Rutaceae	Micromelum	Micromelum hirsutum	woody stems	woody vegetative	woody tissue	aboveground	VGF139	VGF139_F07.mzXML	28/10/2017	Inactive
VGF139_F08	sample	V112179GP-01	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Phyllanthaceae	Bischofia	Bischofia javanica	leaves	photosynthetic	green tissue	aboveground	VGF139	VGF139_F08.mzXML	28/10/2017	Inactive
VGF139_F09	sample	V112325GP-01	Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Ceiba	Ceiba pentandra	wood	woody vegetative	woody tissue	aboveground	VGF139	VGF139_F09.mzXML	28/10/2017	Inactive
VGF139_F10	sample	V112335GP-01	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ebenaceae	Diospyros	Diospyros crassiflora	bark	woody vegetative	woody tissue	aboveground	VGF139	VGF139_F10.mzXML	28/10/2017	Inactive
VGF139_F11	sample	V112347GP-01	Plantae	Tracheophyta	Magnoliopsida	Magnoliales	Myristicaceae	Staudtia	Staudtia kamerunensis	bark	woody vegetative	woody tissue	aboveground	VGF139	VGF139_F11.mzXML	28/10/2017	Inactive
VGF139_G02	sample	V112267GP-01	Plantae	Tracheophyta	Polypodiopsida	Polypodiales	Blechnaceae	Stenochlaena	Stenochlaena palustris	multiple	green vegetative	green tissue	aboveground	VGF139	VGF139_G02.mzXML	28/10/2017	Inactive
VGF139_G03	sample	V112275GP-01	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Vernonia	Vernonia elaeagnifolia	woody stems	woody vegetative	woody tissue	aboveground	VGF139	VGF139_G03.mzXML	28/10/2017	Inactive
VGF139_G04	sample	V112283GP-01	Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Cyperus	Cyperus diffusus	roots	roots	root tissue	belowground	VGF139	VGF139_G04.mzXML	28/10/2017	Inactive
VGF139_G05	sample	V112291GP-01	Plantae	Tracheophyta	Liliopsida	Alismatales	Araceae	Homalomena	Homalomena aromatica	multiple	green vegetative	green tissue	aboveground	VGF139	VGF139_G05.mzXML	28/10/2017	Inactive
VGF139_G06	sample	V112301GP-01	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Moringaceae	Moringa	Moringa oleifera	roots	roots	root tissue	belowground	VGF139	VGF139_G06.mzXML	28/10/2017	Inactive
VGF139_G07	sample	V112310GP-01	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Rutaceae	Micromelum	Micromelum hirsutum	roots	roots	root tissue	belowground	VGF139	VGF139_G07.mzXML	28/10/2017	Inactive
VGF139_G08	sample	V112143GP-01	Plantae	Tracheophyta	Magnoliopsida	Cucurbitales	Cucurbitaceae	Lagenaria	Lagenaria siceraria	leaves	photosynthetic	green tissue	aboveground	VGF139	VGF139_G08.mzXML	28/10/2017	Inactive
VGF139_G09	sample	V112326GP-01	Plantae	Tracheophyta	Magnoliopsida	Rosales	Moraceae	Ficus	Ficus exasperata	bark	woody vegetative	woody tissue	aboveground	VGF139	VGF139_G09.mzXML	28/10/2017	Inactive
VGF139_G10	sample	V112336GP-01	Plantae	Tracheophyta	Magnoliopsida	Magnoliales	Annonaceae	Anonidium	Anonidium mannii	bark	woody vegetative	woody tissue	aboveground	VGF139	VGF139_G10.mzXML	28/10/2017	Inactive
VGF139_G11	sample	V112348GP-01	Plantae	Tracheophyta	Magnoliopsida	Magnoliales	Myristicaceae	Staudtia	Staudtia kamerunensis	leaves	photosynthetic	green tissue	aboveground	VGF139	VGF139_G11.mzXML	28/10/2017	Inactive
VGF139_H02	sample	V112268GP-01	Plantae	Tracheophyta	Polypodiopsida	Polypodiales	Blechnaceae	Stenochlaena	Stenochlaena palustris	roots	roots	root tissue	belowground	VGF139	VGF139_H02.mzXML	28/10/2017	Inactive
VGF139_H03	sample	V112276GP-01	Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Decaschistia	Decaschistia parviflora	leaves	photosynthetic	green tissue	aboveground	VGF139	VGF139_H03.mzXML	28/10/2017	Inactive
VGF139_H04	sample	V112284GP-01	Plantae	Tracheophyta	Polypodiopsida	Polypodiales	Polypodiaceae	Aglaomorpha	Aglaomorpha bonii	leaves	photosynthetic	green tissue	aboveground	VGF139	VGF139_H04.mzXML	28/10/2017	Inactive
VGF139_H05	sample	V112292GP-01	Plantae	Tracheophyta	Magnoliopsida	Ericales	Lecythidaceae	Barringtonia	Barringtonia longipes	leaves	photosynthetic	green tissue	aboveground	VGF139	VGF139_H05.mzXML	28/10/2017	Inactive
VGF139_H06	sample	V112302GP-01	Plantae	Tracheophyta	Magnoliopsida	Vitales	Vitaceae	Cissus	Cissus triloba	leaves	photosynthetic	green tissue	aboveground	VGF139	VGF139_H06.mzXML	28/10/2017	Inactive
VGF139_H07	sample	V112311GP-01	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Pachyrhizus	Pachyrhizus erosus	leaves	photosynthetic	green tissue	aboveground	VGF139	VGF139_H07.mzXML	28/10/2017	Active
VGF139_H08	sample	V112144GP-01	Plantae	Tracheophyta	Magnoliopsida	Cucurbitales	Cucurbitaceae	Lagenaria	Lagenaria siceraria	multiple	multiple	multiple		VGF139	VGF139_H08.mzXML	28/10/2017	Inactive
VGF139_H09	sample	V112327GP-01	Plantae	Tracheophyta	Magnoliopsida	Rosales	Moraceae	Ficus	Ficus exasperata	leaves	photosynthetic	green tissue	aboveground	VGF139	VGF139_H09.mzXML	28/10/2017	Inactive
VGF139_H10	sample	V112337GP-01	Plantae	Tracheophyta	Magnoliopsida	Ericales	Lecythidaceae	Petersianthus	Petersianthus macrocarpus	bark	woody vegetative	woody tissue	aboveground	VGF139	VGF139_H10.mzXML	28/10/2017	Inactive
VGF139_H11	sample	V112349GP-01	Plantae	Tracheophyta	Magnoliopsida	Magnoliales	Myristicaceae	Staudtia	Staudtia kamerunensis	green stems	green vegetative	green tissue	aboveground	VGF139	VGF139_H11.mzXML	28/10/2017	Inactive
VGF140_A02	sample	V112351GP-01	Plantae	Tracheophyta	Magnoliopsida	Santalales	Strombosiaceae	Strombosia	Strombosia grandifolia	bark	woody vegetative	woody tissue	aboveground	VGF140	VGF140_A02.mzXML	03/11/2017	Inactive
VGF140_A03	sample	V112362GP-01	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Mallotus	Mallotus oppositifolius	bark	woody vegetative	woody tissue	aboveground	VGF140	VGF140_A03.mzXML	03/11/2017	Inactive
VGF140_A04	sample	V112373GP-01	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Aubrevillea	Aubrevillea kerstingii	leaves	photosynthetic	green tissue	aboveground	VGF140	VGF140_A04.mzXML	03/11/2017	Inactive
VGF140_A05	sample	V112391GP-01	Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Triplochiton	Triplochiton scleroxylon	leaves	photosynthetic	green tissue	aboveground	VGF140	VGF140_A05.mzXML	03/11/2017	Inactive
VGF140_A06	sample	V112408GP-01	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Pycnocoma	Pycnocoma chevalieri	leaves	photosynthetic	green tissue	aboveground	VGF140	VGF140_A06.mzXML	03/11/2017	Inactive
VGF140_A07	sample	V112419GP-01	Plantae	Tracheophyta	Polypodiopsida	Polypodiales	Polypodiaceae	Platycerium	Platycerium elephantotis	leaves	photosynthetic	green tissue	aboveground	VGF140	VGF140_A07.mzXML	03/11/2017	Inactive
VGF140_A08	sample	V112865GP-01	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Leucanthemum	Leucanthemum vulgare	multiple	multiple	multiple	aboveground	VGF140	VGF140_A08.mzXML	03/11/2017	Inactive
VGF140_A09	sample	V112873GP-01	Plantae	Tracheophyta	Magnoliopsida	Dipsacales	Caprifoliaceae	Succisa	Succisa pratensis	roots	roots	root tissue	belowground	VGF140	VGF140_A09.mzXML	03/11/2017	Inactive
VGF140_A10	sample	V112883GP-01	Plantae	Tracheophyta	Magnoliopsida	Rosales	Urticaceae	Musanga	Musanga cecropioides	bark	woody vegetative	woody tissue	aboveground	VGF140	VGF140_A10.mzXML	03/11/2017	Inactive
VGF140_A11	sample	V112892GP-01	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae	Craterispermum	Craterispermum laurinum	leaves	photosynthetic	green tissue	aboveground	VGF140	VGF140_A11.mzXML	03/11/2017	Inactive
VGF140_B02	sample	V112353GP-01	Plantae	Tracheophyta	Magnoliopsida	Ericales	Sapotaceae	Autranella	Autranella congolensis	bark	woody vegetative	woody tissue	aboveground	VGF140	VGF140_B02.mzXML	03/11/2017	Inactive
VGF140_B03	sample	V112358GP-01	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Dalbergia	Dalbergia sp.	bark	woody vegetative	woody tissue	aboveground	VGF140	VGF140_B03.mzXML	03/11/2017	Inactive
VGF140_B04	sample	V112374GP-01	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Aubrevillea	Aubrevillea kerstingii	green stems	green vegetative	green tissue	aboveground	VGF140	VGF140_B04.mzXML	03/11/2017	Inactive
VGF140_B05	sample	V112396GP-01	Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Cola	Cola urceolata	green stems	green vegetative	green tissue	aboveground	VGF140	VGF140_B05.mzXML	03/11/2017	Inactive
VGF140_B06	sample	V112409GP-01	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Pycnocoma	Pycnocoma chevalieri	green stems	green vegetative	green tissue	aboveground	VGF140	VGF140_B06.mzXML	03/11/2017	Inactive
VGF140_B07	sample	V112420GP-01	Plantae	Tracheophyta	Polypodiopsida	Polypodiales	Polypodiaceae	Platycerium	Platycerium elephantotis	leaves	photosynthetic	green tissue	aboveground	VGF140	VGF140_B07.mzXML	03/11/2017	Inactive
VGF140_B08	sample	V112866GP-01	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Oleaceae	Phillyrea	Phillyrea latifolia	multiple	green vegetative	green tissue	aboveground	VGF140	VGF140_B08.mzXML	03/11/2017	Inactive
VGF140_B09	sample	V112876GP-01	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Apocynaceae	Rauvolfia	Rauvolfia vomitoria	leaves	photosynthetic	green tissue	aboveground	VGF140	VGF140_B09.mzXML	03/11/2017	Inactive
VGF140_B10	sample	V112885GP-01	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Achariaceae	Caloncoba	Caloncoba welwitschii	green stems	green vegetative	green tissue	aboveground	VGF140	VGF140_B10.mzXML	03/11/2017	Inactive
VGF140_B11	sample	V112893GP-01	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae	Craterispermum	Craterispermum laurinum	green stems	green vegetative	green tissue	aboveground	VGF140	VGF140_B11.mzXML	03/11/2017	Inactive
VGF140_C02	sample	V112354GP-01	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Afzelia	Afzelia bipindensis	bark	woody vegetative	woody tissue	aboveground	VGF140	VGF140_C02.mzXML	03/11/2017	Inactive
VGF140_C03	sample	V112363GP-01	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Mallotus	Mallotus oppositifolius	green stems	green vegetative	green tissue	aboveground	VGF140	VGF140_C03.mzXML	03/11/2017	Inactive
VGF140_C04	sample	V112389GP-01	Plantae	Tracheophyta	Magnoliopsida	Santalales	Olacaceae	Olax	Olax subscorpioidea	leaves	photosynthetic	green tissue	aboveground	VGF140	VGF140_C04.mzXML	03/11/2017	Inactive
VGF140_C05	sample	V112400GP-01	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Acanthaceae	Whitfieldia	Whitfieldia elongata	roots	roots	root tissue	belowground	VGF140	VGF140_C05.mzXML	03/11/2017	Inactive
VGF140_C06	sample	V112410GP-01	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Meliaceae	Lovoa	Lovoa trichilioides	bark	woody vegetative	woody tissue	aboveground	VGF140	VGF140_C06.mzXML	03/11/2017	Inactive
VGF140_C07	sample	V112858GP-01	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Pseudoturritis	Pseudoturritis turrita	multiple	multiple	multiple	aboveground	VGF140	VGF140_C07.mzXML	03/11/2017	Inactive
VGF140_C08	sample	V112867GP-01	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Lactuca	Lactuca muralis	multiple	multiple	multiple	aboveground	VGF140	VGF140_C08.mzXML	03/11/2017	Inactive
VGF140_C09	sample	V112877GP-01	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Apocynaceae	Rauvolfia	Rauvolfia vomitoria	green stems	green vegetative	green tissue	aboveground	VGF140	VGF140_C09.mzXML	03/11/2017	Inactive
VGF140_C10	sample	V112886GP-01	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Apocynaceae	Tabernaemontana	Tabernaemontana crassa	leaves	photosynthetic	green tissue	aboveground	VGF140	VGF140_C10.mzXML	03/11/2017	Inactive
VGF140_C11	sample	V112894GP-01	Plantae	Tracheophyta	Magnoliopsida	Magnoliales	Annonaceae	Anonidium	Anonidium mannii	leaves	photosynthetic	green tissue	aboveground	VGF140	VGF140_C11.mzXML	03/11/2017	Inactive
VGF140_D02	sample	V112355GP-01	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Piptadeniastrum	Piptadeniastrum africanum	bark	woody vegetative	woody tissue	aboveground	VGF140	VGF140_D02.mzXML	03/11/2017	Inactive
VGF140_D03	sample	V112365GP-01	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Alchornea	Alchornea laxiflora	green stems	green vegetative	green tissue	aboveground	VGF140	VGF140_D03.mzXML	03/11/2017	Inactive
VGF140_D04	sample	V112390GP-01	Plantae	Tracheophyta	Magnoliopsida	Santalales	Olacaceae	Olax	Olax subscorpioidea	green stems	green vegetative	green tissue	aboveground	VGF140	VGF140_D04.mzXML	03/11/2017	Inactive
VGF140_D05	sample	V112401GP-01	Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Sterculia	Sterculia oblonga	wood	woody vegetative	woody tissue	aboveground	VGF140	VGF140_D05.mzXML	03/11/2017	Inactive
VGF140_D06	sample	V112411GP-01	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Meliaceae	Lovoa	Lovoa trichilioides	wood	woody vegetative	woody tissue	aboveground	VGF140	VGF140_D06.mzXML	03/11/2017	Inactive
VGF140_D07	sample	V112860GP-01	Plantae	Tracheophyta	Magnoliopsida	Saxifragales	Crassulaceae	Hylotelephium	Hylotelephium telephium	multiple	multiple	multiple	aboveground	VGF140	VGF140_D07.mzXML	03/11/2017	Inactive
VGF140_D08	sample	V112868GP-01	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Lapsana	Lapsana communis	multiple	multiple	multiple	aboveground	VGF140	VGF140_D08.mzXML	03/11/2017	Inactive
VGF140_D09	sample	V112878GP-01	Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Triplochiton	Triplochiton scleroxylon	bark	woody vegetative	woody tissue	aboveground	VGF140	VGF140_D09.mzXML	03/11/2017	Inactive
VGF140_D10	sample	V112887GP-01	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Apocynaceae	Tabernaemontana	Tabernaemontana crassa	green stems	green vegetative	green tissue	aboveground	VGF140	VGF140_D10.mzXML	03/11/2017	Inactive
VGF140_D11	sample	V112895GP-01	Plantae	Tracheophyta	Magnoliopsida	Magnoliales	Annonaceae	Anonidium	Anonidium mannii	green stems	green vegetative	green tissue	aboveground	VGF140	VGF140_D11.mzXML	03/11/2017	Inactive
VGF140_E02	sample	V112356GP-01	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Apocynaceae	Alstonia	Alstonia congensis	bark	woody vegetative	woody tissue	aboveground	VGF140	VGF140_E02.mzXML	03/11/2017	Inactive
VGF140_E03	sample	V112366GP-01	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Combretaceae	Anogeissus	Anogeissus sp.	bark	woody vegetative	woody tissue	aboveground	VGF140	VGF140_E03.mzXML	03/11/2017	Inactive
VGF140_E04	sample	V112392GP-01	Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Triplochiton	Triplochiton scleroxylon	green stems	green vegetative	green tissue	aboveground	VGF140	VGF140_E04.mzXML	03/11/2017	Inactive
VGF140_E05	sample	V112402GP-01	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Meliaceae	Trichilia	Trichilia prieureana	bark	woody vegetative	woody tissue	aboveground	VGF140	VGF140_E05.mzXML	03/11/2017	Inactive
VGF140_E06	sample	V112412GP-01	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Gmelina	Gmelina arborea	wood	woody vegetative	woody tissue	aboveground	VGF140	VGF140_E06.mzXML	03/11/2017	Inactive
VGF140_E07	sample	V112861GP-01	Plantae	Tracheophyta	Magnoliopsida	Saxifragales	Grossulariaceae	Ribes	Ribes alpinum	multiple	green vegetative	green tissue	aboveground	VGF140	VGF140_E07.mzXML	03/11/2017	Inactive
VGF140_E08	sample	V112869GP-01	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Melilotus	Melilotus albus	multiple	multiple	multiple	aboveground	VGF140	VGF140_E08.mzXML	03/11/2017	Inactive
VGF140_E09	sample	V112879GP-01	Plantae	Tracheophyta	Magnoliopsida	Rosales	Moraceae	Trilepisium	Trilepisium madagascariensis	leaves	photosynthetic	green tissue	aboveground	VGF140	VGF140_E09.mzXML	03/11/2017	Inactive
VGF140_E10	sample	V112888GP-01	Plantae	Tracheophyta	Magnoliopsida	Santalales	Strombosiaceae	Strombosia	Strombosia grandifolia	leaves	photosynthetic	green tissue	aboveground	VGF140	VGF140_E10.mzXML	03/11/2017	Inactive
VGF140_E11	sample	V112896GP-01	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Irvingiaceae	Irvingia	Irvingia grandifolia	bark	woody vegetative	woody tissue	aboveground	VGF140	VGF140_E11.mzXML	03/11/2017	Inactive
VGF140_F02	sample	V112357GP-01	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Apocynaceae	Alstonia	Alstonia congensis	wood	woody vegetative	woody tissue	aboveground	VGF140	VGF140_F02.mzXML	03/11/2017	Inactive
VGF140_F03	sample	V112367GP-01	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Combretaceae	Combretum	Combretum zenkeri	leaves	photosynthetic	green tissue	aboveground	VGF140	VGF140_F03.mzXML	03/11/2017	Inactive
VGF140_F04	sample	V112393GP-01	Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Desplatsia	Desplatsia dewevrei	bark	woody vegetative	woody tissue	aboveground	VGF140	VGF140_F04.mzXML	03/11/2017	Inactive
VGF140_F05	sample	V112403GP-01	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Meliaceae	Trichilia	Trichilia prieureana	wood	woody vegetative	woody tissue	aboveground	VGF140	VGF140_F05.mzXML	03/11/2017	Inactive
VGF140_F06	sample	V112413GP-01	Plantae	Tracheophyta	Polypodiopsida	Polypodiales	Pteridaceae	Pteris	Pteris similis	roots	roots	root tissue	belowground	VGF140	VGF140_F06.mzXML	03/11/2017	Inactive
VGF140_F07	sample	V112862GP-01	Plantae	Tracheophyta	Polypodiopsida	Polypodiales	Polypodiaceae	Polypodium	Polypodium mantoniae	multiple	multiple	multiple	aboveground	VGF140	VGF140_F07.mzXML	03/11/2017	Inactive
VGF140_F08	sample	V112870GP-01	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rhamnaceae	Frangula	Frangula alnus	multiple	green vegetative	green tissue	aboveground	VGF140	VGF140_F08.mzXML	03/11/2017	Inactive
